,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total
2080,1,3,3,2,3,1,1,2
2081,1,3,3,2,3,1,1,3
2083,1,3,3,2,3,1,2,2
2084,1,3,3,2,3,1,2,3
2085,1,3,3,2,3,1,3,1
2086,1,3,3,2,3,1,3,2
2087,1,3,3,2,3,1,3,3
2088,1,3,3,2,3,2,1,1
2089,1,3,3,2,3,2,1,2
2090,1,3,3,2,3,2,1,3
2091,1,3,3,2,3,2,2,1
2092,1,3,3,2,3,2,2,2
2093,1,3,3,2,3,2,2,3
2094,1,3,3,2,3,2,3,1
2095,1,3,3,2,3,2,3,2
2096,1,3,3,2,3,2,3,3
2097,1,3,3,2,3,3,1,1
2098,1,3,3,2,3,3,1,2
2099,1,3,3,2,3,3,1,3
2100,1,3,3,2,3,3,2,1
2101,1,3,3,2,3,3,2,2
2102,1,3,3,2,3,3,2,3
2103,1,3,3,2,3,3,3,1
2104,1,3,3,2,3,3,3,2
2105,1,3,3,2,3,3,3,3
2134,1,3,3,3,2,1,1,2
2138,1,3,3,3,2,1,2,3
2139,1,3,3,3,2,1,3,1
2141,1,3,3,3,2,1,3,3
2143,1,3,3,3,2,2,1,2
2144,1,3,3,3,2,2,1,3
2146,1,3,3,3,2,2,2,2
2147,1,3,3,3,2,2,2,3
2149,1,3,3,3,2,2,3,2
2150,1,3,3,3,2,2,3,3
2152,1,3,3,3,2,3,1,2
2153,1,3,3,3,2,3,1,3
2154,1,3,3,3,2,3,2,1
2155,1,3,3,3,2,3,2,2
2157,1,3,3,3,2,3,3,1
2158,1,3,3,3,2,3,3,2
2159,1,3,3,3,2,3,3,3
2160,1,3,3,3,3,1,1,1
2161,1,3,3,3,3,1,1,2
2162,1,3,3,3,3,1,1,3
2163,1,3,3,3,3,1,2,1
2164,1,3,3,3,3,1,2,2
2165,1,3,3,3,3,1,2,3
2166,1,3,3,3,3,1,3,1
2167,1,3,3,3,3,1,3,2
2168,1,3,3,3,3,1,3,3
2169,1,3,3,3,3,2,1,1
2170,1,3,3,3,3,2,1,2
2171,1,3,3,3,3,2,1,3
2172,1,3,3,3,3,2,2,1
2173,1,3,3,3,3,2,2,2
2174,1,3,3,3,3,2,2,3
2175,1,3,3,3,3,2,3,1
2176,1,3,3,3,3,2,3,2
2177,1,3,3,3,3,2,3,3
2178,1,3,3,3,3,3,1,1
2179,1,3,3,3,3,3,1,2
2180,1,3,3,3,3,3,1,3
2181,1,3,3,3,3,3,2,1
2182,1,3,3,3,3,3,2,2
2183,1,3,3,3,3,3,2,3
2184,1,3,3,3,3,3,3,1
2185,1,3,3,3,3,3,3,2
2186,1,3,3,3,3,3,3,3
2332,2,1,1,2,3,2,1,2
2338,2,1,1,2,3,2,3,2
2347,2,1,1,2,3,3,3,2
2404,2,1,1,3,3,1,1,2
2407,2,1,1,3,3,1,2,2
2410,2,1,1,3,3,1,3,2
2413,2,1,1,3,3,2,1,2
2416,2,1,1,3,3,2,2,2
2419,2,1,1,3,3,2,3,2
2422,2,1,1,3,3,3,1,2
2425,2,1,1,3,3,3,2,2
2428,2,1,1,3,3,3,3,2
2654,2,1,2,3,3,1,3,3
2781,2,1,3,2,2,1,1,1
2782,2,1,3,2,2,1,1,2
2783,2,1,3,2,2,1,1,3
2784,2,1,3,2,2,1,2,1
2785,2,1,3,2,2,1,2,2
2786,2,1,3,2,2,1,2,3
2787,2,1,3,2,2,1,3,1
2788,2,1,3,2,2,1,3,2
2789,2,1,3,2,2,1,3,3
2790,2,1,3,2,2,2,1,1
2791,2,1,3,2,2,2,1,2
2792,2,1,3,2,2,2,1,3
2793,2,1,3,2,2,2,2,1
2794,2,1,3,2,2,2,2,2
2795,2,1,3,2,2,2,2,3
2796,2,1,3,2,2,2,3,1
2797,2,1,3,2,2,2,3,2
2798,2,1,3,2,2,2,3,3
2799,2,1,3,2,2,3,1,1
2800,2,1,3,2,2,3,1,2
2801,2,1,3,2,2,3,1,3
2802,2,1,3,2,2,3,2,1
2803,2,1,3,2,2,3,2,2
2804,2,1,3,2,2,3,2,3
2805,2,1,3,2,2,3,3,1
2806,2,1,3,2,2,3,3,2
2807,2,1,3,2,2,3,3,3
2880,2,1,3,3,2,3,1,1
2883,2,1,3,3,2,3,2,1
2914,2,1,3,3,3,3,3,2
2943,2,2,1,1,2,1,1,1
2944,2,2,1,1,2,1,1,2
2945,2,2,1,1,2,1,1,3
2946,2,2,1,1,2,1,2,1
2947,2,2,1,1,2,1,2,2
2948,2,2,1,1,2,1,2,3
2949,2,2,1,1,2,1,3,1
2950,2,2,1,1,2,1,3,2
2951,2,2,1,1,2,1,3,3
2952,2,2,1,1,2,2,1,1
2953,2,2,1,1,2,2,1,2
2954,2,2,1,1,2,2,1,3
2955,2,2,1,1,2,2,2,1
2956,2,2,1,1,2,2,2,2
2957,2,2,1,1,2,2,2,3
2958,2,2,1,1,2,2,3,1
2959,2,2,1,1,2,2,3,2
2960,2,2,1,1,2,2,3,3
2961,2,2,1,1,2,3,1,1
2962,2,2,1,1,2,3,1,2
2963,2,2,1,1,2,3,1,3
2964,2,2,1,1,2,3,2,1
2965,2,2,1,1,2,3,2,2
2966,2,2,1,1,2,3,2,3
2967,2,2,1,1,2,3,3,1
2968,2,2,1,1,2,3,3,2
2969,2,2,1,1,2,3,3,3
3024,2,2,1,2,2,1,1,1
3025,2,2,1,2,2,1,1,2
3026,2,2,1,2,2,1,1,3
3027,2,2,1,2,2,1,2,1
3028,2,2,1,2,2,1,2,2
3029,2,2,1,2,2,1,2,3
3030,2,2,1,2,2,1,3,1
3031,2,2,1,2,2,1,3,2
3032,2,2,1,2,2,1,3,3
3033,2,2,1,2,2,2,1,1
3034,2,2,1,2,2,2,1,2
3035,2,2,1,2,2,2,1,3
3036,2,2,1,2,2,2,2,1
3037,2,2,1,2,2,2,2,2
3038,2,2,1,2,2,2,2,3
3039,2,2,1,2,2,2,3,1
3040,2,2,1,2,2,2,3,2
3041,2,2,1,2,2,2,3,3
3042,2,2,1,2,2,3,1,1
3043,2,2,1,2,2,3,1,2
3044,2,2,1,2,2,3,1,3
3045,2,2,1,2,2,3,2,1
3046,2,2,1,2,2,3,2,2
3047,2,2,1,2,2,3,2,3
3048,2,2,1,2,2,3,3,1
3049,2,2,1,2,2,3,3,2
3050,2,2,1,2,2,3,3,3
3051,2,2,1,2,3,1,1,1
3052,2,2,1,2,3,1,1,2
3053,2,2,1,2,3,1,1,3
3054,2,2,1,2,3,1,2,1
3055,2,2,1,2,3,1,2,2
3056,2,2,1,2,3,1,2,3
3057,2,2,1,2,3,1,3,1
3058,2,2,1,2,3,1,3,2
3059,2,2,1,2,3,1,3,3
3060,2,2,1,2,3,2,1,1
3061,2,2,1,2,3,2,1,2
3062,2,2,1,2,3,2,1,3
3063,2,2,1,2,3,2,2,1
3064,2,2,1,2,3,2,2,2
3065,2,2,1,2,3,2,2,3
3066,2,2,1,2,3,2,3,1
3067,2,2,1,2,3,2,3,2
3068,2,2,1,2,3,2,3,3
3069,2,2,1,2,3,3,1,1
3070,2,2,1,2,3,3,1,2
3071,2,2,1,2,3,3,1,3
3072,2,2,1,2,3,3,2,1
3073,2,2,1,2,3,3,2,2
3074,2,2,1,2,3,3,2,3
3075,2,2,1,2,3,3,3,1
3076,2,2,1,2,3,3,3,2
3077,2,2,1,2,3,3,3,3
3111,2,2,1,3,2,1,3,1
3112,2,2,1,3,2,1,3,2
3113,2,2,1,3,2,1,3,3
3120,2,2,1,3,2,2,3,1
3121,2,2,1,3,2,2,3,2
3122,2,2,1,3,2,2,3,3
3129,2,2,1,3,2,3,3,1
3130,2,2,1,3,2,3,3,2
3131,2,2,1,3,2,3,3,3
3132,2,2,1,3,3,1,1,1
3133,2,2,1,3,3,1,1,2
3134,2,2,1,3,3,1,1,3
3135,2,2,1,3,3,1,2,1
3136,2,2,1,3,3,1,2,2
3137,2,2,1,3,3,1,2,3
3138,2,2,1,3,3,1,3,1
3139,2,2,1,3,3,1,3,2
3140,2,2,1,3,3,1,3,3
3141,2,2,1,3,3,2,1,1
3142,2,2,1,3,3,2,1,2
3143,2,2,1,3,3,2,1,3
3144,2,2,1,3,3,2,2,1
3145,2,2,1,3,3,2,2,2
3146,2,2,1,3,3,2,2,3
3147,2,2,1,3,3,2,3,1
3148,2,2,1,3,3,2,3,2
3149,2,2,1,3,3,2,3,3
3150,2,2,1,3,3,3,1,1
3151,2,2,1,3,3,3,1,2
3152,2,2,1,3,3,3,1,3
3153,2,2,1,3,3,3,2,1
3154,2,2,1,3,3,3,2,2
3155,2,2,1,3,3,3,2,3
3156,2,2,1,3,3,3,3,1
3157,2,2,1,3,3,3,3,2
3158,2,2,1,3,3,3,3,3
3188,2,2,2,1,2,1,1,3
3191,2,2,2,1,2,1,2,3
3194,2,2,2,1,2,1,3,3
3197,2,2,2,1,2,2,1,3
3200,2,2,2,1,2,2,2,3
3203,2,2,2,1,2,2,3,3
3206,2,2,2,1,2,3,1,3
3209,2,2,2,1,2,3,2,3
3212,2,2,2,1,2,3,3,3
3267,2,2,2,2,2,1,1,1
3268,2,2,2,2,2,1,1,2
3269,2,2,2,2,2,1,1,3
3270,2,2,2,2,2,1,2,1
3271,2,2,2,2,2,1,2,2
3272,2,2,2,2,2,1,2,3
3273,2,2,2,2,2,1,3,1
3274,2,2,2,2,2,1,3,2
3275,2,2,2,2,2,1,3,3
3276,2,2,2,2,2,2,1,1
3277,2,2,2,2,2,2,1,2
3278,2,2,2,2,2,2,1,3
3279,2,2,2,2,2,2,2,1
3280,2,2,2,2,2,2,2,2
3281,2,2,2,2,2,2,2,3
3282,2,2,2,2,2,2,3,1
3283,2,2,2,2,2,2,3,2
3284,2,2,2,2,2,2,3,3
3285,2,2,2,2,2,3,1,1
3286,2,2,2,2,2,3,1,2
3287,2,2,2,2,2,3,1,3
3288,2,2,2,2,2,3,2,1
3289,2,2,2,2,2,3,2,2
3290,2,2,2,2,2,3,2,3
3291,2,2,2,2,2,3,3,1
3292,2,2,2,2,2,3,3,2
3293,2,2,2,2,2,3,3,3
3295,2,2,2,2,3,1,1,2
3296,2,2,2,2,3,1,1,3
3298,2,2,2,2,3,1,2,2
3299,2,2,2,2,3,1,2,3
3300,2,2,2,2,3,1,3,1
3301,2,2,2,2,3,1,3,2
3302,2,2,2,2,3,1,3,3
3303,2,2,2,2,3,2,1,1
3304,2,2,2,2,3,2,1,2
3305,2,2,2,2,3,2,1,3
3306,2,2,2,2,3,2,2,1
3307,2,2,2,2,3,2,2,2
3308,2,2,2,2,3,2,2,3
3309,2,2,2,2,3,2,3,1
3310,2,2,2,2,3,2,3,2
3311,2,2,2,2,3,2,3,3
3312,2,2,2,2,3,3,1,1
3313,2,2,2,2,3,3,1,2
3314,2,2,2,2,3,3,1,3
3315,2,2,2,2,3,3,2,1
3316,2,2,2,2,3,3,2,2
3317,2,2,2,2,3,3,2,3
3318,2,2,2,2,3,3,3,1
3319,2,2,2,2,3,3,3,2
3320,2,2,2,2,3,3,3,3
3348,2,2,2,3,2,1,1,1
3349,2,2,2,3,2,1,1,2
3350,2,2,2,3,2,1,1,3
3351,2,2,2,3,2,1,2,1
3352,2,2,2,3,2,1,2,2
3353,2,2,2,3,2,1,2,3
3354,2,2,2,3,2,1,3,1
3355,2,2,2,3,2,1,3,2
3356,2,2,2,3,2,1,3,3
3357,2,2,2,3,2,2,1,1
3358,2,2,2,3,2,2,1,2
3359,2,2,2,3,2,2,1,3
3360,2,2,2,3,2,2,2,1
3361,2,2,2,3,2,2,2,2
3362,2,2,2,3,2,2,2,3
3363,2,2,2,3,2,2,3,1
3364,2,2,2,3,2,2,3,2
3365,2,2,2,3,2,2,3,3
3366,2,2,2,3,2,3,1,1
3367,2,2,2,3,2,3,1,2
3368,2,2,2,3,2,3,1,3
3369,2,2,2,3,2,3,2,1
3370,2,2,2,3,2,3,2,2
3371,2,2,2,3,2,3,2,3
3372,2,2,2,3,2,3,3,1
3373,2,2,2,3,2,3,3,2
3374,2,2,2,3,2,3,3,3
3375,2,2,2,3,3,1,1,1
3376,2,2,2,3,3,1,1,2
3377,2,2,2,3,3,1,1,3
3378,2,2,2,3,3,1,2,1
3379,2,2,2,3,3,1,2,2
3380,2,2,2,3,3,1,2,3
3381,2,2,2,3,3,1,3,1
3382,2,2,2,3,3,1,3,2
3383,2,2,2,3,3,1,3,3
3384,2,2,2,3,3,2,1,1
3385,2,2,2,3,3,2,1,2
3386,2,2,2,3,3,2,1,3
3387,2,2,2,3,3,2,2,1
3388,2,2,2,3,3,2,2,2
3389,2,2,2,3,3,2,2,3
3390,2,2,2,3,3,2,3,1
3391,2,2,2,3,3,2,3,2
3392,2,2,2,3,3,2,3,3
3393,2,2,2,3,3,3,1,1
3394,2,2,2,3,3,3,1,2
3395,2,2,2,3,3,3,1,3
3396,2,2,2,3,3,3,2,1
3397,2,2,2,3,3,3,2,2
3398,2,2,2,3,3,3,2,3
3399,2,2,2,3,3,3,3,1
3400,2,2,2,3,3,3,3,2
3401,2,2,2,3,3,3,3,3
3429,2,2,3,1,2,1,1,1
3430,2,2,3,1,2,1,1,2
3431,2,2,3,1,2,1,1,3
3432,2,2,3,1,2,1,2,1
3433,2,2,3,1,2,1,2,2
3434,2,2,3,1,2,1,2,3
3435,2,2,3,1,2,1,3,1
3436,2,2,3,1,2,1,3,2
3437,2,2,3,1,2,1,3,3
3438,2,2,3,1,2,2,1,1
3439,2,2,3,1,2,2,1,2
3440,2,2,3,1,2,2,1,3
3441,2,2,3,1,2,2,2,1
3442,2,2,3,1,2,2,2,2
3443,2,2,3,1,2,2,2,3
3444,2,2,3,1,2,2,3,1
3445,2,2,3,1,2,2,3,2
3446,2,2,3,1,2,2,3,3
3447,2,2,3,1,2,3,1,1
3448,2,2,3,1,2,3,1,2
3449,2,2,3,1,2,3,1,3
3450,2,2,3,1,2,3,2,1
3451,2,2,3,1,2,3,2,2
3452,2,2,3,1,2,3,2,3
3453,2,2,3,1,2,3,3,1
3454,2,2,3,1,2,3,3,2
3455,2,2,3,1,2,3,3,3
3510,2,2,3,2,2,1,1,1
3511,2,2,3,2,2,1,1,2
3512,2,2,3,2,2,1,1,3
3513,2,2,3,2,2,1,2,1
3514,2,2,3,2,2,1,2,2
3515,2,2,3,2,2,1,2,3
3516,2,2,3,2,2,1,3,1
3517,2,2,3,2,2,1,3,2
3518,2,2,3,2,2,1,3,3
3519,2,2,3,2,2,2,1,1
3520,2,2,3,2,2,2,1,2
3521,2,2,3,2,2,2,1,3
3522,2,2,3,2,2,2,2,1
3523,2,2,3,2,2,2,2,2
3524,2,2,3,2,2,2,2,3
3525,2,2,3,2,2,2,3,1
3526,2,2,3,2,2,2,3,2
3527,2,2,3,2,2,2,3,3
3528,2,2,3,2,2,3,1,1
3529,2,2,3,2,2,3,1,2
3530,2,2,3,2,2,3,1,3
3531,2,2,3,2,2,3,2,1
3532,2,2,3,2,2,3,2,2
3533,2,2,3,2,2,3,2,3
3534,2,2,3,2,2,3,3,1
3535,2,2,3,2,2,3,3,2
3536,2,2,3,2,2,3,3,3
3537,2,2,3,2,3,1,1,1
3538,2,2,3,2,3,1,1,2
3539,2,2,3,2,3,1,1,3
3540,2,2,3,2,3,1,2,1
3541,2,2,3,2,3,1,2,2
3542,2,2,3,2,3,1,2,3
3543,2,2,3,2,3,1,3,1
3544,2,2,3,2,3,1,3,2
3545,2,2,3,2,3,1,3,3
3546,2,2,3,2,3,2,1,1
3547,2,2,3,2,3,2,1,2
3548,2,2,3,2,3,2,1,3
3549,2,2,3,2,3,2,2,1
3550,2,2,3,2,3,2,2,2
3551,2,2,3,2,3,2,2,3
3552,2,2,3,2,3,2,3,1
3553,2,2,3,2,3,2,3,2
3554,2,2,3,2,3,2,3,3
3555,2,2,3,2,3,3,1,1
3556,2,2,3,2,3,3,1,2
3557,2,2,3,2,3,3,1,3
3558,2,2,3,2,3,3,2,1
3559,2,2,3,2,3,3,2,2
3560,2,2,3,2,3,3,2,3
3561,2,2,3,2,3,3,3,1
3562,2,2,3,2,3,3,3,2
3563,2,2,3,2,3,3,3,3
3591,2,2,3,3,2,1,1,1
3592,2,2,3,3,2,1,1,2
3593,2,2,3,3,2,1,1,3
3594,2,2,3,3,2,1,2,1
3595,2,2,3,3,2,1,2,2
3596,2,2,3,3,2,1,2,3
3597,2,2,3,3,2,1,3,1
3598,2,2,3,3,2,1,3,2
3600,2,2,3,3,2,2,1,1
3601,2,2,3,3,2,2,1,2
3602,2,2,3,3,2,2,1,3
3603,2,2,3,3,2,2,2,1
3604,2,2,3,3,2,2,2,2
3605,2,2,3,3,2,2,2,3
3606,2,2,3,3,2,2,3,1
3607,2,2,3,3,2,2,3,2
3609,2,2,3,3,2,3,1,1
3610,2,2,3,3,2,3,1,2
3611,2,2,3,3,2,3,1,3
3612,2,2,3,3,2,3,2,1
3613,2,2,3,3,2,3,2,2
3614,2,2,3,3,2,3,2,3
3615,2,2,3,3,2,3,3,1
3616,2,2,3,3,2,3,3,2
3618,2,2,3,3,3,1,1,1
3619,2,2,3,3,3,1,1,2
3620,2,2,3,3,3,1,1,3
3621,2,2,3,3,3,1,2,1
3622,2,2,3,3,3,1,2,2
3623,2,2,3,3,3,1,2,3
3624,2,2,3,3,3,1,3,1
3625,2,2,3,3,3,1,3,2
3626,2,2,3,3,3,1,3,3
3627,2,2,3,3,3,2,1,1
3628,2,2,3,3,3,2,1,2
3629,2,2,3,3,3,2,1,3
3630,2,2,3,3,3,2,2,1
3631,2,2,3,3,3,2,2,2
3632,2,2,3,3,3,2,2,3
3633,2,2,3,3,3,2,3,1
3634,2,2,3,3,3,2,3,2
3635,2,2,3,3,3,2,3,3
3636,2,2,3,3,3,3,1,1
3637,2,2,3,3,3,3,1,2
3638,2,2,3,3,3,3,1,3
3639,2,2,3,3,3,3,2,1
3640,2,2,3,3,3,3,2,2
3641,2,2,3,3,3,3,2,3
3642,2,2,3,3,3,3,3,1
3643,2,2,3,3,3,3,3,2
3644,2,2,3,3,3,3,3,3
3753,2,3,1,2,2,1,1,1
3754,2,3,1,2,2,1,1,2
3755,2,3,1,2,2,1,1,3
3757,2,3,1,2,2,1,2,2
3758,2,3,1,2,2,1,2,3
3759,2,3,1,2,2,1,3,1
3760,2,3,1,2,2,1,3,2
3762,2,3,1,2,2,2,1,1
3763,2,3,1,2,2,2,1,2
3764,2,3,1,2,2,2,1,3
3765,2,3,1,2,2,2,2,1
3766,2,3,1,2,2,2,2,2
3768,2,3,1,2,2,2,3,1
3771,2,3,1,2,2,3,1,1
3774,2,3,1,2,2,3,2,1
3775,2,3,1,2,2,3,2,2
3776,2,3,1,2,2,3,2,3
3777,2,3,1,2,2,3,3,1
3778,2,3,1,2,2,3,3,2
3779,2,3,1,2,2,3,3,3
3780,2,3,1,2,3,1,1,1
3784,2,3,1,2,3,1,2,2
3786,2,3,1,2,3,1,3,1
3787,2,3,1,2,3,1,3,2
3788,2,3,1,2,3,1,3,3
3789,2,3,1,2,3,2,1,1
3790,2,3,1,2,3,2,1,2
3791,2,3,1,2,3,2,1,3
3792,2,3,1,2,3,2,2,1
3793,2,3,1,2,3,2,2,2
3794,2,3,1,2,3,2,2,3
3795,2,3,1,2,3,2,3,1
3796,2,3,1,2,3,2,3,2
3799,2,3,1,2,3,3,1,2
3800,2,3,1,2,3,3,1,3
3802,2,3,1,2,3,3,2,2
3803,2,3,1,2,3,3,2,3
3804,2,3,1,2,3,3,3,1
3806,2,3,1,2,3,3,3,3
3834,2,3,1,3,2,1,1,1
3835,2,3,1,3,2,1,1,2
3836,2,3,1,3,2,1,1,3
3837,2,3,1,3,2,1,2,1
3838,2,3,1,3,2,1,2,2
3839,2,3,1,3,2,1,2,3
3840,2,3,1,3,2,1,3,1
3841,2,3,1,3,2,1,3,2
3842,2,3,1,3,2,1,3,3
3843,2,3,1,3,2,2,1,1
3844,2,3,1,3,2,2,1,2
3845,2,3,1,3,2,2,1,3
3846,2,3,1,3,2,2,2,1
3847,2,3,1,3,2,2,2,2
3848,2,3,1,3,2,2,2,3
3849,2,3,1,3,2,2,3,1
3850,2,3,1,3,2,2,3,2
3851,2,3,1,3,2,2,3,3
3852,2,3,1,3,2,3,1,1
3853,2,3,1,3,2,3,1,2
3854,2,3,1,3,2,3,1,3
3855,2,3,1,3,2,3,2,1
3856,2,3,1,3,2,3,2,2
3857,2,3,1,3,2,3,2,3
3858,2,3,1,3,2,3,3,1
3859,2,3,1,3,2,3,3,2
3860,2,3,1,3,2,3,3,3
3861,2,3,1,3,3,1,1,1
3862,2,3,1,3,3,1,1,2
3863,2,3,1,3,3,1,1,3
3864,2,3,1,3,3,1,2,1
3865,2,3,1,3,3,1,2,2
3866,2,3,1,3,3,1,2,3
3867,2,3,1,3,3,1,3,1
3868,2,3,1,3,3,1,3,2
3869,2,3,1,3,3,1,3,3
3870,2,3,1,3,3,2,1,1
3871,2,3,1,3,3,2,1,2
3872,2,3,1,3,3,2,1,3
3873,2,3,1,3,3,2,2,1
3874,2,3,1,3,3,2,2,2
3875,2,3,1,3,3,2,2,3
3876,2,3,1,3,3,2,3,1
3877,2,3,1,3,3,2,3,2
3878,2,3,1,3,3,2,3,3
3879,2,3,1,3,3,3,1,1
3880,2,3,1,3,3,3,1,2
3881,2,3,1,3,3,3,1,3
3882,2,3,1,3,3,3,2,1
3883,2,3,1,3,3,3,2,2
3884,2,3,1,3,3,3,2,3
3885,2,3,1,3,3,3,3,1
3886,2,3,1,3,3,3,3,2
3887,2,3,1,3,3,3,3,3
3916,2,3,2,1,2,1,1,2
3917,2,3,2,1,2,1,1,3
3919,2,3,2,1,2,1,2,2
3920,2,3,2,1,2,1,2,3
3922,2,3,2,1,2,1,3,2
3923,2,3,2,1,2,1,3,3
3924,2,3,2,1,2,2,1,1
3925,2,3,2,1,2,2,1,2
3926,2,3,2,1,2,2,1,3
3927,2,3,2,1,2,2,2,1
3928,2,3,2,1,2,2,2,2
3929,2,3,2,1,2,2,2,3
3930,2,3,2,1,2,2,3,1
3931,2,3,2,1,2,2,3,2
3932,2,3,2,1,2,2,3,3
3933,2,3,2,1,2,3,1,1
3934,2,3,2,1,2,3,1,2
3935,2,3,2,1,2,3,1,3
3936,2,3,2,1,2,3,2,1
3937,2,3,2,1,2,3,2,2
3938,2,3,2,1,2,3,2,3
3939,2,3,2,1,2,3,3,1
3940,2,3,2,1,2,3,3,2
3941,2,3,2,1,2,3,3,3
3996,2,3,2,2,2,1,1,1
3997,2,3,2,2,2,1,1,2
3998,2,3,2,2,2,1,1,3
3999,2,3,2,2,2,1,2,1
4000,2,3,2,2,2,1,2,2
4002,2,3,2,2,2,1,3,1
4003,2,3,2,2,2,1,3,2
4004,2,3,2,2,2,1,3,3
4005,2,3,2,2,2,2,1,1
4006,2,3,2,2,2,2,1,2
4007,2,3,2,2,2,2,1,3
4008,2,3,2,2,2,2,2,1
4009,2,3,2,2,2,2,2,2
4010,2,3,2,2,2,2,2,3
4011,2,3,2,2,2,2,3,1
4012,2,3,2,2,2,2,3,2
4013,2,3,2,2,2,2,3,3
4014,2,3,2,2,2,3,1,1
4015,2,3,2,2,2,3,1,2
4016,2,3,2,2,2,3,1,3
4017,2,3,2,2,2,3,2,1
4018,2,3,2,2,2,3,2,2
4019,2,3,2,2,2,3,2,3
4020,2,3,2,2,2,3,3,1
4021,2,3,2,2,2,3,3,2
4022,2,3,2,2,2,3,3,3
4023,2,3,2,2,3,1,1,1
4024,2,3,2,2,3,1,1,2
4025,2,3,2,2,3,1,1,3
4026,2,3,2,2,3,1,2,1
4027,2,3,2,2,3,1,2,2
4028,2,3,2,2,3,1,2,3
4029,2,3,2,2,3,1,3,1
4030,2,3,2,2,3,1,3,2
4031,2,3,2,2,3,1,3,3
4032,2,3,2,2,3,2,1,1
4033,2,3,2,2,3,2,1,2
4034,2,3,2,2,3,2,1,3
4035,2,3,2,2,3,2,2,1
4036,2,3,2,2,3,2,2,2
4037,2,3,2,2,3,2,2,3
4038,2,3,2,2,3,2,3,1
4039,2,3,2,2,3,2,3,2
4040,2,3,2,2,3,2,3,3
4041,2,3,2,2,3,3,1,1
4042,2,3,2,2,3,3,1,2
4043,2,3,2,2,3,3,1,3
4044,2,3,2,2,3,3,2,1
4045,2,3,2,2,3,3,2,2
4046,2,3,2,2,3,3,2,3
4047,2,3,2,2,3,3,3,1
4048,2,3,2,2,3,3,3,2
4049,2,3,2,2,3,3,3,3
4077,2,3,2,3,2,1,1,1
4078,2,3,2,3,2,1,1,2
4079,2,3,2,3,2,1,1,3
4080,2,3,2,3,2,1,2,1
4081,2,3,2,3,2,1,2,2
4083,2,3,2,3,2,1,3,1
4084,2,3,2,3,2,1,3,2
4085,2,3,2,3,2,1,3,3
4086,2,3,2,3,2,2,1,1
4089,2,3,2,3,2,2,2,1
4090,2,3,2,3,2,2,2,2
4092,2,3,2,3,2,2,3,1
4093,2,3,2,3,2,2,3,2
4094,2,3,2,3,2,2,3,3
4095,2,3,2,3,2,3,1,1
4097,2,3,2,3,2,3,1,3
4098,2,3,2,3,2,3,2,1
4099,2,3,2,3,2,3,2,2
4100,2,3,2,3,2,3,2,3
4101,2,3,2,3,2,3,3,1
4102,2,3,2,3,2,3,3,2
4103,2,3,2,3,2,3,3,3
4104,2,3,2,3,3,1,1,1
4105,2,3,2,3,3,1,1,2
4106,2,3,2,3,3,1,1,3
4107,2,3,2,3,3,1,2,1
4108,2,3,2,3,3,1,2,2
4109,2,3,2,3,3,1,2,3
4110,2,3,2,3,3,1,3,1
4111,2,3,2,3,3,1,3,2
4112,2,3,2,3,3,1,3,3
4113,2,3,2,3,3,2,1,1
4114,2,3,2,3,3,2,1,2
4115,2,3,2,3,3,2,1,3
4116,2,3,2,3,3,2,2,1
4117,2,3,2,3,3,2,2,2
4118,2,3,2,3,3,2,2,3
4119,2,3,2,3,3,2,3,1
4120,2,3,2,3,3,2,3,2
4121,2,3,2,3,3,2,3,3
4122,2,3,2,3,3,3,1,1
4123,2,3,2,3,3,3,1,2
4124,2,3,2,3,3,3,1,3
4125,2,3,2,3,3,3,2,1
4126,2,3,2,3,3,3,2,2
4127,2,3,2,3,3,3,2,3
4128,2,3,2,3,3,3,3,1
4129,2,3,2,3,3,3,3,2
4130,2,3,2,3,3,3,3,3
4266,2,3,3,2,3,1,1,1
4267,2,3,3,2,3,1,1,2
4268,2,3,3,2,3,1,1,3
4269,2,3,3,2,3,1,2,1
4270,2,3,3,2,3,1,2,2
4271,2,3,3,2,3,1,2,3
4272,2,3,3,2,3,1,3,1
4273,2,3,3,2,3,1,3,2
4274,2,3,3,2,3,1,3,3
4275,2,3,3,2,3,2,1,1
4276,2,3,3,2,3,2,1,2
4277,2,3,3,2,3,2,1,3
4278,2,3,3,2,3,2,2,1
4279,2,3,3,2,3,2,2,2
4280,2,3,3,2,3,2,2,3
4281,2,3,3,2,3,2,3,1
4282,2,3,3,2,3,2,3,2
4283,2,3,3,2,3,2,3,3
4284,2,3,3,2,3,3,1,1
4285,2,3,3,2,3,3,1,2
4286,2,3,3,2,3,3,1,3
4287,2,3,3,2,3,3,2,1
4288,2,3,3,2,3,3,2,2
4289,2,3,3,2,3,3,2,3
4290,2,3,3,2,3,3,3,1
4291,2,3,3,2,3,3,3,2
4292,2,3,3,2,3,3,3,3
4321,2,3,3,3,2,1,1,2
4324,2,3,3,3,2,1,2,2
4327,2,3,3,3,2,1,3,2
4330,2,3,3,3,2,2,1,2
4333,2,3,3,3,2,2,2,2
4336,2,3,3,3,2,2,3,2
4339,2,3,3,3,2,3,1,2
4342,2,3,3,3,2,3,2,2
4345,2,3,3,3,2,3,3,2
4347,2,3,3,3,3,1,1,1
4348,2,3,3,3,3,1,1,2
4349,2,3,3,3,3,1,1,3
