,ENO_total,FBA1_total,FBA2_total,GAPD_total,PGK_total,PGMd_total,PGMi_total,TPI_total
6540,3,3,3,3,3,1,3,1
6541,3,3,3,3,3,1,3,2
6542,3,3,3,3,3,1,3,3
6543,3,3,3,3,3,2,1,1
6544,3,3,3,3,3,2,1,2
6545,3,3,3,3,3,2,1,3
6546,3,3,3,3,3,2,2,1
6547,3,3,3,3,3,2,2,2
6548,3,3,3,3,3,2,2,3
6549,3,3,3,3,3,2,3,1
6550,3,3,3,3,3,2,3,2
6551,3,3,3,3,3,2,3,3
6552,3,3,3,3,3,3,1,1
6553,3,3,3,3,3,3,1,2
6554,3,3,3,3,3,3,1,3
6555,3,3,3,3,3,3,2,1
6556,3,3,3,3,3,3,2,2
6557,3,3,3,3,3,3,2,3
6558,3,3,3,3,3,3,3,1
6559,3,3,3,3,3,3,3,2
6560,3,3,3,3,3,3,3,3
